Name,P,q,M1,M2,R1,R2,L1,L2,T1,T2,E_Type
XZ Aql,2.139181,0.52,1.9,0.98,1.9,1.5,12.3,2.454708916,9700,6280,SD
XY Sgr,2.0229225,0.43,4.9,2.15,5.15,5.05,372,63.09573445,10402,10400,SD
XY Cru,1.024005,0.5,10.65,5.33,10.8,6.51,7665.55,715.92,16520,11750,SD
V970 Aql,1.268987,0.28,2.8,0.78,2.42,2.75,72,8.682205187,10700,5983,SD
V936 Cyg,2.3192508,0.42,1.15,0.5,1.25,0.95,1.95,0.415110451,6180,4760,SD
V903 Sgr,0.6730857,0.45,1.35,0.61,1.5,0.97,5.13,0.685483717,6820,5340,SD
V897 Aql,0.7563,0.5,10.65,5.33,10.8,6.51,7665.55,715.92,16520,11750,SD
V887 Cyg,2.0380714,0.37,4.95,1.8,3.5,2.6,589,72.44359601,10700,10700,SD
V755 Sgr,2.14008,0.52,2.15,1.1,2,1.9,23.99,7.244359601,5930,7220,SD
V743 Cyg,2.04107,0.38,3.25,1.2,3.8,5.15,155,26.5225,12300,5780,SD
V635 Cyg,0.7603602,0.32,3,0.96,2.53,1.19,35.36,8.16,8900,8980,SD
V624 Cen,0.70008425,0.24,1.9,0.45,1.9,1.15,12.3,1.045370731,8100,5450,SD
V599 Sco,2.4754,0.44,1.1,0.48,1.2,1.5,1.35,1.162132066,5930,4900,SD
V586 Oph,2.6941307,0.7,1.46,1.03,2,1.25,7.37,1.88,6760,6090,SD
V569 CrA,0.7532544,0.5,10.65,5.33,10.8,6.51,7665.55,715.92,16520,11750,SD
V548 Cyg,1.80524695,0.75,2.17,1.63,1.34,1.76,6.21,4.11,7900,6220,SD
V534 Oph,3.068414,0.46,1.65,0.76,1.75,1.65,9.12,2.691534804,17000,6350,SD
V516 Ara,0.6635,0.5,10.65,5.33,10.8,6.51,7665.55,715.92,16520,11750,SD
V455 CrA,0.807647,0.5,10.65,5.33,10.8,6.51,7665.55,715.92,16520,11750,SD
V450 Her,0.912729,0.6,2.81,1.69,1.81,2.27,23.61,3.7,9490,5350,SD
V440 Cen,3.313506,0.3,1.65,0.5,1.75,1.36,9.12,1.138796981,7590,5120,SD
V427 Per,2.810055,0.3,1.75,0.52,1.8,1,10,1,7760,5780,SD
V423 Tau,0.68242,0.5,10.65,5.33,10.8,6.51,7665.55,715.92,16520,11750,SD
V407 Tau,2.051133,0.4,1.15,0.46,1.25,0.95,1.95,0.555668401,6180,5120,SD
V401 Lyr,0.839361,0.4,1.75,0.7,1.8,1.7,10,1.93728379,7760,5230,SD
V392 Ori,0.659284,0.52,1.46,0.76,1.6,1.5,7.24,2.083547472,7220,5670,SD
V391 Oph,2.89555,0.6,1.9,1.15,1.9,2.1,12.3,6.165950019,6350,7020,SD
V380 Cas,1.357273,0.6,2.81,1.69,1.81,2.27,23.61,3.7,9490,5350,SD
V346 Cyg,2.743282,0.35,5,1.75,5.1,8,589,64,15700,5780,SD
V342 Her,0.85173,0.3,1.45,0.44,1.6,1.1,7.24,0.881533954,7220,5340,SD
V341 Ori,2.39122,0.6,2.81,1.69,1.81,2.27,23.61,3.7,9490,5350,SD
V340 Cyg,4.06705564,0.25,1.35,0.34,1.5,1.05,5.13,1.020938261,6820,5670,SD
V1001 Sgr,3.05399,0.87,1.73,1.51,1.84,1.42,7.5,3.48,7040,6640,SD
UU Mon,1.04981616,0.37,1.15,0.43,1.27,0.83,1.95,0.424155082,6180,5120,SD
TZ Lac,2.875086,0.63,1.4,0.89,1.39,1.53,4.06,1.33,6990,5020,SD
TW UMa,2.1668246,0.54,2.4,1.3,2.2,2.4,38.02,7.244359601,5930,7220,SD
TW And,4.122774,0.75,2.17,1.63,1.34,1.76,6.21,4.11,7900,6220,SD
TT Del,2.871119,0.6,2.81,1.69,1.81,2.27,23.61,3.7,9490,5350,SD
SZ Her,0.81809828,0.5,10.65,5.33,10.8,6.51,7665.55,715.92,16520,11750,SD
SX Sgr,4.15406,0.46,2.15,1,2,2.75,23.99,5.12861384,6180,6820,SD
RZ TrA,1.5507,0.42,2.4,1,2.2,1.6,38.02,3.136379635,9700,6081,SD
OU Nor,0.481,0.45,1.6,0.64,1.7,1.65,7.24,1.825001771,7220,5230,SD
OT Cyg,1.021447,0.56,1.9,1.05,1.9,2,12.3,6.165950019,6350,7020,SD
NU Cep,4.980605,0.3,1.9,0.56,1.9,1.7,12.3,2.474489728,8100,5560,SD
NN Mon,0.912339,0.56,1.25,0.7,1.4,1.4,3.63,1.549282898,6550,5450,SD
MY Tel,0.755,0.5,10.65,5.33,10.8,6.51,7665.55,715.92,16520,11750,SD
LV Cas,1.273545,0.5,1.9,0.94,1.3,1.25,12.3,1.659586907,15700,6050,SD
LT Aql,1.846198,0.86,10.69,9.22,4.11,4.12,867.3,741.62,15520,14910,SD
LP Cep,0.6930642,0.15,1.45,0.22,1.6,1.05,7.24,0.976313892,7220,5607,SD
LO Pup,1.204557,0.32,2.4,0.77,2.2,1.7,38.02,2.105481924,9700,5340,SD
KX Gem,2.93091,0.56,2.05,1.15,2,3.55,16.98,5.12861384,6180,6820,SD
KU Ara,2.314,0.45,2.4,1.1,2.2,2.25,38.02,4.168693835,6280,6670,SD
KK Lyr,2.26235,0.51,2.64,1.36,1.69,3.17,14.78,4.04,8740,4610,SD
IW Lyr,0.798509,0.35,1.15,0.4,1.25,0.85,1.95,0.571100456,6180,5450,SD
IQ Tel,0.73673,0.5,10.65,5.33,10.8,6.51,7665.55,715.92,16520,11750,SD
IQ Cas,3.54175,0.6,2.81,1.69,1.81,2.27,23.61,3.7,9490,5350,SD
HW Lac,2.0307782,0.24,1.9,0.45,1.9,1.15,12.3,1.132357324,8100,5560,SD
HL Aur,0.6225058,0.5,1.15,0.58,1.25,0.95,1.95,0.657507763,6180,5340,SD
HK Per,2.174614,0.55,2.05,1.13,2,1.7,16.98,3.630780548,6280,6550,SD
HK Nor,0.706717,0.8,3.19,2.55,2.83,2.88,67.53,51.31,9860,9150,SD
GX Aur,1.1475,0.29,1.55,0.45,1.65,1,8.32,1,7400,5780,SD
GQ Nor,0.830755,0.5,10.65,5.33,10.8,6.51,7665.55,715.92,16520,11750,SD
GP Nor,2.42711,0.58,1.75,1.02,1.8,2,10,4.677351413,6280,6750,SD
FT Lup,0.470084,0.5,10.65,5.33,10.8,6.51,7665.55,715.92,16520,11750,SD
FQ Gem,2.88471,0.69,2.9,2,2.33,2.72,35.54,7.99,9280,5910,SD
FG Lyr,2.871825,0.7,2.92,2.07,1.4,1.64,7.56,1.85,8120,5290,SD
FF Ara,0.69901,0.2,1.36,0.27,1.5,1.1,5.13,1.036032032,6820,5560,SD
EY Lac,2.277862,0.33,2.8,0.9,2.75,2.5,72,3.630780548,6280,6550,SD
EW Mus,2.184923,0.7,2.92,2.07,1.4,1.64,7.56,1.85,8120,5290,SD
EU Lac,2.332488,0.69,2.9,2,2.33,2.72,35.54,7.99,9280,5910,SD
EP Cen,0.925449,0.36,1.35,0.5,1.5,0.9,5.13,0.640264871,6820,5450,SD
EO Aqr,3.115964,0.1,1.9,0.2,2.7,3.35,12.3,5.12861384,6180,6820,SD
EH Ori,1.51357,0.61,9.25,5.63,3.76,4.42,510.55,297.29,14220,11450,SD
EE Sct,0.894935,0.5,10.65,5.33,10.8,6.51,7665.55,715.92,16520,11750,SD
EE Cyg,2.8330995,0.16,1.45,0.23,1.6,0.97,7.24,1.080209833,7220,5983,SD
DX TrA,1.341,0.25,1.65,0.41,1.75,1.3,9.12,1.69,7590,5780,SD
DX Per,2.91199,0.59,5.7,3.38,8.11,7.95,431.3,114.32,9260,6730,SD
DV Per,0.807137,0.42,2.8,1.2,2.75,6.25,72,28.45861164,10700,5340,SD
DT Lup,1.453122,0.6,2.81,1.69,1.81,2.27,23.61,3.7,9490,5350,SD
DO Aur,0.78865,0.5,10.65,5.33,10.8,6.51,7665.55,715.92,16520,11750,SD
DK Cep,0.9859064,0.28,1.55,0.43,1.65,1.1,8.32,1.036032032,7400,5560,SD
DF Car,1.8663,0.48,1.7,0.82,1.85,1.55,9.12,2.4025,7590,5780,SD
CY TrA,2.1058,0.41,2.4,0.98,2.2,2.25,38.02,2.454708916,9700,6280,SD
CU Ara,1.38583,0.47,2.8,1.3,2.4,2.4,72,6.165950019,6350,7020,SD
CH CMa,0.860963,0.39,1.45,0.57,1.6,1.4,7.24,1.427939298,7220,5340,SD
CG Aur,1.804855,0.3,2.4,0.72,2.2,1.9,38.02,3.196819183,9700,5607,SD
BU Ser,1.843394,0.5,5.5,2.75,5,7.2,589,72.44359601,10700,10700,SD
BQ UMa,2.321547,0.37,6.7,2.5,4.25,3.7,977,72.44359601,10700,10700,SD
BF Vel,0.70402,0.56,1.45,0.82,1.6,2.05,7.24,4.824722949,7220,5983,SD
BE Vel,0.6946717,0.45,1.45,0.65,1.6,2.1,7.24,3.48588652,7220,5450,SD
BD And,0.4629023,0.32,3,0.96,2.53,1.19,35.36,8.16,8900,8980,SD
AX Vul,2.0248386,0.6,2.81,1.69,1.81,2.27,23.61,3.7,9490,5350,SD
AW Pup,0.68108,0.46,1.75,0.8,1.8,1.6,10,2.370614013,7760,5670,SD
AV Vel,3.8805,0.61,2.86,1.76,2.78,1.9,47.71,8.68,9140,7260,SD
V911 Cyg,3.422607,0.17,3.24,0.55,0.86,1.8,2.32,1.62,7720,4890,SD
V872 Aql,0.5389006,0.4,1.65,0.66,1.75,1.5,9.12,1.162132066,7590,4900,SD
V820 Cyg,2.4439738,0.67,1.19,0.81,1.06,0.97,1.08,0.75,5750,5480,SD
V729 Aql,1.281905,0.17,3.24,0.55,0.86,1.8,2.32,1.62,7720,4890,SD
V691 Cyg,2.5587832,0.6,3.11,1.87,2.98,1.98,70.64,14.74,9750,8070,SD
V681 CrA,2.163925,0.6,1.56,0.94,1.47,1.47,2.14,1.86,5790,5590,SD
V448 Cyg,6.5197162,0.52,9.83,5.13,2.93,3.01,433.53,426.37,15460,15190,SD
V412 Lyr,0.931469,0.45,1.65,0.75,1.75,1.2,9.12,0.812834338,7590,5010,SD
V4048 Sgr,1.49509021,0.43,1.39,0.61,1.22,1.05,2.67,1.96,6700,6700,SD
V385 Cyg,1.2280478,0.17,3.24,0.55,0.86,1.8,2.32,1.62,7720,4890,SD
V3476 Sgr,1.79863,0.17,3.24,0.55,0.86,1.8,2.32,1.62,7720,4890,SD
